paper_id,title,authors,year,citation_count,abstract,url,venue,keyword
8ab95de1d40fec7c28fde75d05bc1a4007b9b8b8,Spatial-Temporal Based Multihead Self-Attention for Remote Sensing Image Change Detection,"Yong Zhou, Fengkai Wang, Jiaqi Zhao, Rui Yao, Silin Chen, Heping Ma",2022,75,"The neural network-based remote sensing image change detection method faces a large amount of imaging interference and severe class imbalance problems under high-resolution conditions, which bring new challenges to the accuracy of the detection network. In this work, to address the imaging interference caused by different imaging angles and times, the siamese strategy and multi-head self-attention mechanism are used to reduce the imaging differences between the dual-temporal images and fully exploit the inter-temporal information. Secondly, a learnable multi-part feature learning module is used to adaptively exploit features from different scales to obtain more comprehensive features. Finally, a mixed loss function strategy is used to ensure that the network converges effectively and excludes the adverse interference of a large number of negative samples to the network. Extensive experiments show that our method outperforms numerous methods on LEVIR-CD, WHU, and DSIFN datasets.",https://www.semanticscholar.org/paper/8ab95de1d40fec7c28fde75d05bc1a4007b9b8b8,,self-attention neural network
fd753314bfa805a0c831cc0a693a1de2defbc387,Global Self-Attention as a Replacement for Graph Convolution,"Md Shamim Hussain, Mohammed J. Zaki, D. Subramanian",2021,181,"We propose an extension to the transformer neural network architecture for general-purpose graph learning by adding a dedicated pathway for pairwise structural information, called edge channels. The resultant framework - which we call Edge-augmented Graph Transformer (EGT) - can directly accept, process and output structural information of arbitrary form, which is important for effective learning on graph-structured data. Our model exclusively uses global self-attention as an aggregation mechanism rather than static localized convolutional aggregation. This allows for unconstrained long-range dynamic interactions between nodes. Moreover, the edge channels allow the structural information to evolve from layer to layer, and prediction tasks on edges/links can be performed directly from the output embeddings of these channels. We verify the performance of EGT in a wide range of graph-learning experiments on benchmark datasets, in which it outperforms Convolutional/Message-Passing Graph Neural Networks. EGT sets a new state-of-the-art for the quantum-chemical regression task on the OGB-LSC PCQM4Mv2 dataset containing 3.8 million molecular graphs. Our findings indicate that global self-attention based aggregation can serve as a flexible, adaptive and effective replacement of graph convolution for general-purpose graph learning. Therefore, convolutional local neighborhood aggregation is not an essential inductive bias.",https://www.semanticscholar.org/paper/fd753314bfa805a0c831cc0a693a1de2defbc387,Knowledge Discovery and Data Mining,self-attention neural network
8a97e23ccc214f6b4569b8c8a2321d1d375cd16b,Efficient self-attention mechanism and structural distilling model for Alzheimer's disease diagnosis,"Jiayi Zhu, Ying Tan, Rude Lin, Jiaqing Miao, Xuwei Fan, Yafei Zhu, Ping Liang, Jinnan Gong, Hui He",2022,60,"Structural magnetic resonance imaging (sMRI) is commonly used for the identification of Alzheimer's disease because of its keen insight into atrophy-induced changes in brain structure. Current mainstream convolutional neural network-based deep learning methods ignore the long-term dependencies between voxels; thus, it is challenging to learn the global features of sMRI data. In this study, an advanced deep learning architecture called Brain Informer (BraInf) was developed based on an efficient self-attention mechanism. The proposed model integrates representation learning, feature distilling, and classifier modeling into a unified framework. First, the proposed model uses a multihead ProbSparse self-attention block for representation learning. This self-attention mechanism selects the first ⌊lnN⌋ elements that can represent the overall features from the perspective of probability sparsity, which significantly reduces computational cost. Subsequently, a structural distilling block is proposed that applies the concept of patch merging to the distilling operation. The block reduces the size of the three-dimensional tensor and further lowers the memory cost while preserving the original data as much as possible. Thus, there was a significant improvement in the space complexity. Finally, the feature vector was projected into the classification target space for disease prediction. The effectiveness of the proposed model was validated using the Alzheimer's Disease Neuroimaging Initiative dataset. The model achieved 97.97% and 91.89% accuracy on Alzheimer's disease and mild cognitive impairment classification tasks, respectively. The experimental results also demonstrate that the proposed framework outperforms several state-of-the-art methods.",https://www.semanticscholar.org/paper/8a97e23ccc214f6b4569b8c8a2321d1d375cd16b,,self-attention neural network
067bfa7c110b2196326bad046823cafa287729cb,Adaptive soft erasure with edge self-attention for weakly supervised semantic segmentation: Thyroid ultrasound image case study,"Mei Yu, M. Han, Xuewei Li, Xi Wei, Han Jiang, Huiling Chen, Ruiguo Yu",2022,94,"[S U M M A R Y] Weakly supervised segmentation for medical images ease the reliance of models on pixel-level annotation while advancing the field of computer-aided diagnosis. However, the differences in nodule size in thyroid ultrasound images and the limitations of class activation maps in weakly supervised segmentation methods typically lead to under- and/or over-segmentation problems in real predictions. To alleviate this problem, we propose a weakly supervised segmentation neural network approach. This new method is based on a dual branch soft erase module that expands the foreground response region while constraining the erroneous expansion of the foreground region by the enhancement of background features. The sensitivity of this neural network to the nodule scale size is further enhanced by the scale feature adaptation module, which in turn generates integral and high-quality segmentation masks. In addition, while the nodule area can be significantly expanded through soft erase module and scale feature adaptation module, the activation effect in the nodule edge area is still not satisfactory, so that we further add an edge-based attention mechanism to strengthen the nodule edge segmentation effect. The results of experiments performed on the thyroid ultrasound image dataset showed that our new approach significantly outperformed existing weakly supervised semantic segmentation methods, e.g., 5.9% and 6.3% more accurate than the second-based results in terms of Jaccard and Dice coefficients, respectively.",https://www.semanticscholar.org/paper/067bfa7c110b2196326bad046823cafa287729cb,,self-attention neural network
d97fead4f226dc985be497d6050cd0a90ef80518,Self-Attention-Based Deep Feature Fusion for Remote Sensing Scene Classification,"Ran Cao, Leyuan Fang, Ting Lu, Nanjun He",2021,134,"Remote sensing scene classification aims to assign automatically each aerial image a specific sematic label. In this letter, we propose a new method, called self-attention-based deep feature fusion (SAFF), to aggregate deep layer features and emphasize the weights of the complex objects of remote sensing scene images for remote sensing scene classification. First, the pretrained convolutional neural network (CNN) model is applied to extract the abstract multilayer feature maps from the original aerial imagery. Then, a nonparametric self-attention layer is proposed for spatial-wise and channel-wise weightings, which enhances the effects of the spatial responses of the representative objects and uses the infrequently occurring features more sufficiently. Thus, it can extract more discriminative features. Finally, the aggregated features are fed into a support vector machine (SVM) for classification. The proposed method is experimented on several data sets, and the results prove the effectiveness and efficiency of the scheme for remote sensing scene classification.",https://www.semanticscholar.org/paper/d97fead4f226dc985be497d6050cd0a90ef80518,IEEE Geoscience and Remote Sensing Letters,self-attention neural network
dc9e589f4c576a963d5cd2cc57c7378a8ec91178,ETECADx: Ensemble Self-Attention Transformer Encoder for Breast Cancer Diagnosis Using Full-Field Digital X-ray Breast Images,"Aymen M. Al-Hejri, Riyadh M. Al-Tam, Muneer Fazea, A. Sable, Soojeong Lee, M. A. Al-antari",2022,66,"Early detection of breast cancer is an essential procedure to reduce the mortality rate among women. In this paper, a new AI-based computer-aided diagnosis (CAD) framework called ETECADx is proposed by fusing the benefits of both ensemble transfer learning of the convolutional neural networks as well as the self-attention mechanism of vision transformer encoder (ViT). The accurate and precious high-level deep features are generated via the backbone ensemble network, while the transformer encoder is used to diagnose the breast cancer probabilities in two approaches: Approach A (i.e., binary classification) and Approach B (i.e., multi-classification). To build the proposed CAD system, the benchmark public multi-class INbreast dataset is used. Meanwhile, private real breast cancer images are collected and annotated by expert radiologists to validate the prediction performance of the proposed ETECADx framework. The promising evaluation results are achieved using the INbreast mammograms with overall accuracies of 98.58% and 97.87% for the binary and multi-class approaches, respectively. Compared with the individual backbone networks, the proposed ensemble learning model improves the breast cancer prediction performance by 6.6% for binary and 4.6% for multi-class approaches. The proposed hybrid ETECADx shows further prediction improvement when the ViT-based ensemble backbone network is used by 8.1% and 6.2% for binary and multi-class diagnosis, respectively. For validation purposes using the real breast images, the proposed CAD system provides encouraging prediction accuracies of 97.16% for binary and 89.40% for multi-class approaches. The ETECADx has a capability to predict the breast lesions for a single mammogram in an average of 0.048 s. Such promising performance could be useful and helpful to assist the practical CAD framework applications providing a second supporting opinion of distinguishing various breast cancer malignancies.",https://www.semanticscholar.org/paper/dc9e589f4c576a963d5cd2cc57c7378a8ec91178,Diagnostics,self-attention neural network
bdecc2f8c588df08834819eae8c58a0c6c54daa5,"MDF-SA-DDI: predicting drug-drug interaction events based on multi-source drug fusion, multi-source feature fusion and transformer self-attention mechanism","Shenggeng Lin, Yanjing Wang, Lingfeng Zhang, Yanyi Chu, Yatong Liu, Yitian Fang, Mingming Jiang, Qiankun Wang, Bowen Zhao, Y. Xiong, Dongqing Wei",2021,162,,https://www.semanticscholar.org/paper/bdecc2f8c588df08834819eae8c58a0c6c54daa5,,self-attention neural network
d232cf338f777abfd3cc6edbdcc063d3df1678e3,Zero Pronoun Resolution with Attention-based Neural Network,"Qingyu Yin, Yu Zhang, Weinan Zhang, Ting Liu, William Yang Wang",2018,40,,https://www.semanticscholar.org/paper/d232cf338f777abfd3cc6edbdcc063d3df1678e3,International Conference on Computational Linguistics,self-attention neural network
5fc32b0bd8500f57aaea24d2236301f7e0e01696,Ensemble deep learning enhanced with self-attention for predicting immunotherapeutic responses to cancers,"Wenyi Jin, Qian Yang, Hao Chi, Kongyuan Wei, Pengpeng Zhang, Guodong Zhao, Shi Chen, Zhijia Xia, Xiaosong Li",2022,59,"Introduction Despite the many benefits immunotherapy has brought to patients with different cancers, its clinical applications and improvements are still hindered by drug resistance. Fostering a reliable approach to identifying sufferers who are sensitive to certain immunotherapeutic agents is of great clinical relevance. Methods We propose an ELISE (Ensemble Learning for Immunotherapeutic Response Evaluation) pipeline to generate a robust and highly accurate approach to predicting individual responses to immunotherapies. ELISE employed iterative univariable logistic regression to select genetic features of patients, using Monte Carlo Tree Search (MCTS) to tune hyperparameters. In each trial, ELISE selected multiple models for integration based on add or concatenate stacking strategies, including deep neural network, automatic feature interaction learning via self-attentive neural networks, deep factorization machine, compressed interaction network, and linear neural network, then adopted the best trial to generate a final approach. SHapley Additive exPlanations (SHAP) algorithm was applied to interpret ELISE, which was then validated in an independent test set. Result Regarding prediction of responses to atezolizumab within esophageal adenocarcinoma (EAC) patients, ELISE demonstrated a superior accuracy (Area Under Curve [AUC] = 100.00%). AC005786.3 (Mean [|SHAP value|] = 0.0097) was distinguished as the most valuable contributor to ELISE output, followed by SNORD3D (0.0092), RN7SKP72 (0.0081), EREG (0.0069), IGHV4-80 (0.0063), and MIR4526 (0.0063). Mechanistically, immunoglobulin complex, immunoglobulin production, adaptive immune response, antigen binding and others, were downregulated in ELISE-neg EAC subtypes and resulted in unfavorable responses. More encouragingly, ELISE could be extended to accurately estimate the responsiveness of various immunotherapeutic agents against other cancers, including PD1/PD-L1 suppressor against metastatic urothelial cancer (AUC = 88.86%), and MAGE−A3 immunotherapy against metastatic melanoma (AUC = 100.00%). Discussion This study presented deep insights into integrating ensemble deep learning with self-attention as a mechanism for predicting immunotherapy responses to human cancers, highlighting ELISE as a potential tool to generate reliable approaches to individualized treatment.",https://www.semanticscholar.org/paper/5fc32b0bd8500f57aaea24d2236301f7e0e01696,Frontiers in Immunology,self-attention neural network
b5b3007ddece825f6f161f4e48dec2602e742cbd,Multibranch Feature Fusion Network With Self- and Cross-Guided Attention for Hyperspectral and LiDAR Classification,"Wenqian Dong, Tian Zhang, Jiahui Qu, Song Xiao, Tongzhen Zhang, Yunsong Li",2022,60,"The effective fusion of multisource data helps to improve the performance of land cover classification. Most existing convolutional neural network (CNN)-based methods adopt an early/late fusion strategy to fuse the low-/high-level features for classification, which still has two inherent challenges: 1) the conventional convolution operation performs a weighted average operation on each pixel in the receptive field, which will reduce the discriminability of the center pixel due to the influence of the interference pixels and 2) the spatial–spectral features of the hyperspectral image (HSI), the elevation features of light detection and ranging (LiDAR), and the complementary features between the multimodal data are not fully exploited, which results in the reduction of classification accuracy. In this article, an effective multibranch feature fusion network with self- and cross-guided attention (MB2FscgaNet) is proposed for the joint classification of LiDAR and HSI. The main concern of this article is how to accurately estimate more effective spectral–spatial-elevation features and yield more effective transfer in the network. Specifically, MB2FscgaNet adopts a multibranch feature fusion architecture to fully exploit the hierarchical features from LiDAR and HSI level by level. At each level of the network, a self- and cross-guided attention (SCGA) is developed to assign a higher weight to interesting areas and channels of LiDAR and HSI feature maps to obtain refined spectral–spatial-elevation features and provide complementary information cross-guidance between LiDAR and HS. We further designed a spectral supplement module (SeSuM) to improve the discriminative ability of the center pixel. Comparative classification results and ablation studies demonstrate that the proposed MB2FscgaNet achieves competitive performance against state-of-the-art methods.",https://www.semanticscholar.org/paper/b5b3007ddece825f6f161f4e48dec2602e742cbd,IEEE Transactions on Geoscience and Remote Sensing,self-attention neural network
721e9bdb66d35163c09be30be086905e24e07741,TransformerCPI: improving compound-protein interaction prediction by sequence-based deep learning with self-attention mechanism and label reversal experiments,"Lifan Chen, Xiaoqin Tan, Dingyan Wang, Feisheng Zhong, Xiaohong Liu, Tianbiao Yang, Xiaomin Luo, Kaixian Chen, Hualiang Jiang, M. Zheng, A. Elofsson",2020,475,"MOTIVATION
Identifying compound-protein interaction (CPI) is a crucial task in drug discovery and chemogenomics studies, and proteins without three-dimensional (3D) structure account for a large part of potential biological targets, which requires developing methods using only protein sequence information to predict CPI. However, sequence-based CPI models may face some specific pitfalls, including using inappropriate datasets, hidden ligand bias, and splitting datasets inappropriately, resulting in overestimation of their prediction performance.


RESULTS
To address these issues, we here constructed new datasets specific for CPI prediction, proposed a novel transformer neural network named TransformerCPI, and introduced a more rigorous label reversal experiment to test whether a model learns true interaction features. TransformerCPI achieved much improved performance on the new experiments, and it can be deconvolved to highlight important interacting regions of protein sequences and compound atoms, which may contribute chemical biology studies with useful guidance for further ligand structural optimization.


SUPPLEMENTARY INFORMATION
Supplementary data are available at Bioinformatics online.


AVAILABILITY AND IMPLEMENTATION
https://github.com/lifanchen-simm/transformerCPI.",https://www.semanticscholar.org/paper/721e9bdb66d35163c09be30be086905e24e07741,,self-attention neural network
2aa63014c6333af9976ca91fde84be436b5a4fef,A Nested U-Net With Self-Attention and Dense Connectivity for Monaural Speech Enhancement,"Xiaoxiao Xiang, Xiaojuan Zhang, Haozhe Chen",2022,58,"With the development of deep neural networks, speech enhancement technology has been vastly improved. However, commonly used speech enhancement approaches cannot fully leverage contextual information from different scales, which limits performance improvement. To address this problem, we propose a nested U-Net with self-attention and dense connectivity (SADNUNet) for monaural speech enhancement in the time domain. SADNUNet is an encoder-decoder structure with skip connections. In SADNUNet, the multi-scale aggregation block is proposed to explore more contextual information from different scales. By this means, the advantage of global and local speech features can be fully utilized to improve speech reconstruction ability. Furthermore, dense connectivity and self-attention are incorporated in the network for better feature extraction and utterance level context aggregation. The experimental results demonstrate that the proposed approach achieves on-par or better performance than other models in objective speech intelligibility and quality scores.",https://www.semanticscholar.org/paper/2aa63014c6333af9976ca91fde84be436b5a4fef,IEEE Signal Processing Letters,self-attention neural network
37fe35aa88815524fdbe26ea44888d46542dab08,Mineral Prospectivity Mapping Using Deep Self-Attention Model,"Bojun Yin, R. Zuo, Siquan Sun",2022,50,,https://www.semanticscholar.org/paper/37fe35aa88815524fdbe26ea44888d46542dab08,Natural Resources Research,self-attention neural network
ced9250896be3c50244628a2af5295a342f6e115,Self-Attention Based Network for Punctuation Restoration,"Feng Wang, Wei Chen, Zhen Yang, Bo Xu",2018,23,"Inserting proper punctuation into Automatic Speech Recognizer(ASR) transcription is a challenging and promising task in real-time Spoken Language Translation(SLT). Traditional methods built on the sequence labelling framework are weak in handling the joint punctuation. To tackle this problem, we propose a novel self-attention based network, which can solve the aforementioned problem very well. In this work, a light-weight neural net is proposed to extract the hidden features based solely on self-attention without any Recurrent Neural Nets(RNN) and Convolutional Neural Nets(CNN). We conduct extensive experiments on complex punctuation tasks. The experimental results show that the proposed model achieves significant improvements on joint punctuation task while being superior to traditional methods on simple punctuation task as well.",https://www.semanticscholar.org/paper/ced9250896be3c50244628a2af5295a342f6e115,International Conference on Pattern Recognition,self-attention neural network
07d253abdcab7fb7b80c5aed6a9918e348d0a5f3,Attentional control and the self: The Self-Attention Network (SAN),"G. Humphreys, J. Sui",2016,269,,https://www.semanticscholar.org/paper/07d253abdcab7fb7b80c5aed6a9918e348d0a5f3,Cognitive neuroscience,self-attention neural network
a2c83922ecce4c834959896df9e0c8fc97629afb,Self-Attention ConvLSTM and Its Application in RUL Prediction of Rolling Bearings,"Biao Li, B. Tang, Lei Deng, Minghang Zhao",2021,114,"Traditional long short-term memory (LSTM) neural networks generally face the challenge of low training efficiency and poor prediction accuracy for the remaining useful life (RUL) prediction due to their structure. In this study, a novel model called self-attention ConvLSTM (SA-ConvLSTM) neural network is proposed derived from ConvLSTM and a SA mechanism. First, convolution operators replace the fully connected layers inside the network structure to reduce the redundancy of the network and enhance its nonlinear modeling capability. Subsequently, a SA module is designed and embedded into the interior of the model by adaptively employing the corresponding important information to improve the prediction performance. Extensive experiments on the test rig and the actual wind farm confirmed that the developed SA-ConvLSTM has advantages over other conventional prediction methods in terms of convergence speed and prediction precision.",https://www.semanticscholar.org/paper/a2c83922ecce4c834959896df9e0c8fc97629afb,IEEE Transactions on Instrumentation and Measurement,self-attention neural network
2ba86f6ac3a9bd6dbd1cddc79634712efb2637ef,An Effective Video Transformer With Synchronized Spatiotemporal and Spatial Self-Attention for Action Recognition,"Saghir Alfasly, C. Chui, Qingtang Jiang, Jian Lu, C. Xu",2022,44,"Convolutional neural networks (CNNs) have come to dominate vision-based deep neural network structures in both image and video models over the past decade. However, convolution-free vision Transformers (ViTs) have recently outperformed CNN-based models in image recognition. Despite this progress, building and designing video Transformers have not yet obtained the same attention in research as image-based Transformers. While there have been attempts to build video Transformers by adapting image-based Transformers for video understanding, these Transformers still lack efficiency due to the large gap between CNN-based models and Transformers regarding the number of parameters and the training settings. In this work, we propose three techniques to improve video understanding with video Transformers. First, to derive better spatiotemporal feature representation, we propose a new spatiotemporal attention scheme, termed synchronized spatiotemporal and spatial attention (SSTSA), which derives the spatiotemporal features with temporal and spatial multiheaded self-attention (MSA) modules. It also preserves the best spatial attention by another spatial self-attention module in parallel, thereby resulting in an effective Transformer encoder. Second, a motion spotlighting module is proposed to embed the short-term motion of the consecutive input frames to the regular RGB input, which is then processed with a single-stream video Transformer. Third, a simple intraclass frame interlacing method of the input clips is proposed that serves as an effective video augmentation method. Finally, our proposed techniques have been evaluated and validated with a set of extensive experiments in this study. Our video Transformer outperforms its previous counterparts on two well-known datasets, Kinetics400 and Something-Something-v2.",https://www.semanticscholar.org/paper/2ba86f6ac3a9bd6dbd1cddc79634712efb2637ef,IEEE Transactions on Neural Networks and Learning Systems,self-attention neural network
d8f2eefc178a0afa6b8e646f29328f587ef44f62,EEG-Transformer: Self-attention from Transformer Architecture for Decoding EEG of Imagined Speech,"Y. E. Lee, Seo-Hyun Lee",2021,80,"Transformers are groundbreaking architectures that have changed a flow of deep learning, and many high-performance models are developing based on transformer architectures. Transformers implemented only with attention with encoder-decoder structure following seq2seq without using RNN, but had better performance than RNN. Herein, we investigate the decoding technique for electroencephalography (EEG) composed of self-attention module from transformer architecture during imagined speech and overt speech. We performed classification of nine subjects using convolutional neural network based on EEGNet that captures temporal-spectral-spatial features from EEG of imagined speech and overt speech. Furthermore, we applied the self-attention module to decoding EEG to improve the performance and lower the number of parameters. Our results demonstrate the possibility of decoding brain activities of imagined speech and overt speech using attention modules. Also, only single channel EEG or ear-EEG can be used to decode the imagined speech for practical BCIs.",https://www.semanticscholar.org/paper/d8f2eefc178a0afa6b8e646f29328f587ef44f62,Balkan Conference in Informatics,self-attention neural network
ab294b561f4d84db563e48c44ce16dfc9eb03c27,Self-Attention Bi-LSTM Networks for Radar Signal Modulation Recognition,"Shunjun Wei, Qizhe Qu, Xiangfeng Zeng, Jiadian Liang, Jun Shi, Xiaoling Zhang",2021,78,"As the electromagnetic environment in battlefields is more and more complex, automatic modulation recognition for radar signals is becoming vital and challenging. Traditional methods are more likely to cause lower recognition accuracy with higher computational complexity in low signal-to-noise ratio (SNR). Feature redundancy especially for handcrafted features is one of the shortcomings of deep-learning-based methods. In this article, a novel end-to-end sequence-based network that consists of a shallow convolutional neural network, a bidirectional long short-term memory (Bi-LSTM) network strengthening with a self-attention mechanism, and a dense neural network is constructed to recognize eight kinds of intrapulse modulations of radar signals. The autocorrelation functions of received radar signals are first calculated as autocorrelation features. Then, these features are employed as inputs of the proposed network which owns significant sequence processing advantages and adaptive selection ability of features. Finally, the proposed network outputs prediction modulations directly. The simulation results verify the robustness and effectiveness of autocorrelation features. And the proposed network achieves about 61.25% accuracy at −20 dB and more than 95% accuracy at −10 dB. Compared with four state-of-the-art networks, the proposed network has better recognition performance especially at low SNRs with much lower computational complexity. Results on measured signals also demonstrate that the proposed network outperforms these four networks.",https://www.semanticscholar.org/paper/ab294b561f4d84db563e48c44ce16dfc9eb03c27,IEEE transactions on microwave theory and techniques,self-attention neural network
1e884bdbd83214a0c6dcf7fec596bf344b0245b3,The Growing Hierarchical Neural Gas Self-Organizing Neural Network,"E. Palomo, Ezequiel López-Rubio",2017,39,,https://www.semanticscholar.org/paper/1e884bdbd83214a0c6dcf7fec596bf344b0245b3,IEEE Transactions on Neural Networks and Learning Systems,self-attention neural network
f8d6a9a24224fad789c1a242d230ec45319953b9,Neural Named Entity Recognition Using a Self-Attention Mechanism,"Andrej Zukov Gregoric, Yoram Bachrach, Pasha Minkovsky, Sam Coope, Bogdan Maksak",2017,29,,https://www.semanticscholar.org/paper/f8d6a9a24224fad789c1a242d230ec45319953b9,IEEE International Conference on Tools with Artificial Intelligence,self-attention neural network
4bebfa7000d7da4c5e8cb48d662b6b95dcaed163,DensSiam: End-to-End Densely-Siamese Network with Self-Attention Model for Object Tracking,"Mohamed H. Abdelpakey, M. Shehata, Mostafa M. Mohamed",2018,45,"Convolutional Siamese neural networks have been recently used to track objects using deep features. Siamese architecture can achieve real time speed, however it is still difficult to find a Siamese architecture that maintains the generalization capability, high accuracy and speed while decreasing the number of shared parameters especially when it is very deep. Furthermore, a conventional Siamese architecture usually processes one local neighborhood at a time, which makes the appearance model local and non-robust to appearance changes.",https://www.semanticscholar.org/paper/4bebfa7000d7da4c5e8cb48d662b6b95dcaed163,International Symposium on Visual Computing,self-attention neural network
1fcf78c4757412bfa0bb312dd4a6cbe9bc830c27,Self-Attention for Raw Optical Satellite Time Series Classification,"Marc Rußwurm, Marco Körner",2019,322,"The amount of available Earth observation data has increased dramatically in the recent years. Efficiently making use of the entire body information is a current challenge in remote sensing and demands for light-weight problem-agnostic models that do not require region- or problem-specific expert knowledge. End-to-end trained deep learning models can make use of raw sensory data by learning feature extraction and classification in one step solely from data. Still, many methods proposed in remote sensing research require implicit feature extraction through data preprocessing or explicit design of features. 
In this work, we compare recent deep learning models on crop type classification on raw and preprocessed Sentinel 2 data. We concentrate on the common neural network architectures for time series, i.e., 1D-convolutions, recurrence, a shallow random forest baseline, and focus on the novel self-attention architecture. Our central findings are that data preprocessing still increased the overall classification performance for all models while the choice of model was less crucial. Self-attention and recurrent neural networks, by their architecture, outperformed convolutional neural networks on raw satellite time series. We explore this by a feature importance analysis based on gradient back-propagation that exploits the differentiable nature of deep learning models. Further, we qualitatively show how self-attention scores focus selectively on few classification-relevant observations.",https://www.semanticscholar.org/paper/1fcf78c4757412bfa0bb312dd4a6cbe9bc830c27,arXiv.org,self-attention neural network
45988d39ab1b0e5199e1f0f31952760bc763e611,The Lipschitz Constant of Self-Attention,"Hyunjik Kim, G. Papamakarios, A. Mnih",2020,201,"Lipschitz constants of neural networks have been explored in various contexts in deep learning, such as provable adversarial robustness, estimating Wasserstein distance, stabilising training of GANs, and formulating invertible neural networks. Such works have focused on bounding the Lipschitz constant of fully connected or convolutional networks, composed of linear maps and pointwise non-linearities. In this paper, we investigate the Lipschitz constant of self-attention, a non-linear neural network module widely used in sequence modelling. We prove that the standard dot-product self-attention is not Lipschitz, and propose an alternative L2 self-attention that is Lipschitz. We derive an upper bound on the Lipschitz constant of L2 self-attention and provide empirical evidence for its asymptotic tightness. To demonstrate the practical relevance of the theory, we formulate invertible self-attention and use it in a Transformer-based architecture for a character-level language modelling task.",https://www.semanticscholar.org/paper/45988d39ab1b0e5199e1f0f31952760bc763e611,International Conference on Machine Learning,self-attention neural network
cde1045b1e9f3b3939ae54df6ae8a2e3079b6d15,Local Multi-Head Channel Self-Attention for Facial Expression Recognition,"R. Pecoraro, Valerio Basile, Viviana Bono, Sara Gallo",2021,66,"Since the Transformer architecture was introduced in 2017, there has been many attempts to bring the self-attention paradigm in the field of computer vision. In this paper, we propose LHC: Local multi-Head Channel self-attention, a novel self-attention module that can be easily integrated into virtually every convolutional neural network, and that is specifically designed for computer vision, with a specific focus on facial expression recognition. LHC is based on two main ideas: first, we think that in computer vision, the best way to leverage the self-attention paradigm is the channel-wise application instead of the more well explored spatial attention. Secondly, a local approach has the potential to better overcome the limitations of convolution than global attention, at least in those scenarios where images have a constant general structure, as in facial expression recognition. LHC-Net achieves a new state-of-the-art in the FER2013 dataset, with a significantly lower complexity and impact on the “host” architecture in terms of computational cost when compared with the previous state-of-the-art.",https://www.semanticscholar.org/paper/cde1045b1e9f3b3939ae54df6ae8a2e3079b6d15,,self-attention neural network
10b1573d22fb066e5cb1adedbfa0287e02347461,Phishing websites detection via CNN and multi-head self-attention on imbalanced datasets,"Xi Xiao, Wentao Xiao, Dianyan Zhang, Bin Zhang, Guangwu Hu, Qing Li, Shutao Xia",2021,70,,https://www.semanticscholar.org/paper/10b1573d22fb066e5cb1adedbfa0287e02347461,Computers & security,self-attention neural network
424c70d0868118fe5bc36ccb61bea5f9980a8286,CSatDTA: Prediction of Drug–Target Binding Affinity Using Convolution Model with Self-Attention,"Ashutosh Ghimire, Hilal Tayara, Zhenyu Xuan, K. Chong",2022,31,"Drug discovery, which aids to identify potential novel treatments, entails a broad range of fields of science, including chemistry, pharmacology, and biology. In the early stages of drug development, predicting drug–target affinity is crucial. The proposed model, the prediction of drug–target affinity using a convolution model with self-attention (CSatDTA), applies convolution-based self-attention mechanisms to the molecular drug and target sequences to predict drug–target affinity (DTA) effectively, unlike previous convolution methods, which exhibit significant limitations related to this aspect. The convolutional neural network (CNN) only works on a particular region of information, excluding comprehensive details. Self-attention, on the other hand, is a relatively recent technique for capturing long-range interactions that has been used primarily in sequence modeling tasks. The results of comparative experiments show that CSatDTA surpasses previous sequence-based or other approaches and has outstanding retention abilities.",https://www.semanticscholar.org/paper/424c70d0868118fe5bc36ccb61bea5f9980a8286,International Journal of Molecular Sciences,self-attention neural network
3acde6667c18e3dc747e1b0ea3fd95bb5384a8fe,Attention Visualization of Gated Convolutional Neural Networks with Self Attention in Sentiment Analysis,"Hidekazu Yanagimto, Kiyota Hashimoto, M. Okada",2018,10,"Deep learning is applied to many research topics; Natural Language Processing, Image Processing, and Acoustic Recognition. In deep learning, neural networks have a very complex and deep structure and it is difficult to discuss why they work well or not. So you have to take a trial-and-error to improve their performances. We develop a mechanism to show how neural networks predict final results and help you to design a new neural network architecture based on its prediction criteria. Speaking concrete, we visualize important features to predict the final results with an attentional mechanism. In this paper, we take up sentient analysis, which is one of natural language processing tasks. In image processing visualizing weights of a neural network is a major approach and you can obtain intuitive results; object outlines and object components. However, in natural language processing, the approach is not interpretable because a discriminate function constructed by a neural network is a complex and nonlinear one and it is very difficult to correlate weights and words in a text. We employ Gated Convolutional Neural Network (GCNN) and introduce a self-attention mechanism to understand how GCNN determines sentiment polarities from raw reviews. GCNN can simulate an n-gram model and the self-attention mechanism can make correspondence between weights of a neural network and words clear. In experiments, we used Amazon reviews and evaluated the performance of the proposed method. Especially, the proposed method was able to emphasize some words in the review to determine sentiment polarity. Moreover, when the prediction was wrong, we were able to understand why the proposed method made mistakes because we found what words the proposed method emphasized.",https://www.semanticscholar.org/paper/3acde6667c18e3dc747e1b0ea3fd95bb5384a8fe,,self-attention neural network
